guid,vid,gid,rating,uid
105,4197,6445,3,715
105,4030,6278,3,715
105,3383,5631,4,715
105,5436,7684,4,715
105,5967,8215,4,715
105,1719,3967,4,715
105,3909,6157,3,715
105,5264,7512,4,715
105,667,2915,5,715
105,4619,6867,5,715
105,5968,8216,5,715
105,5970,8218,5,715
105,4401,6649,4,715
105,3639,5887,4,715
105,6251,8499,4,715
105,6308,8556,4,715
105,5672,7920,4,715
105,4826,7074,5,715
105,202,2450,4,715
105,4577,6825,4,715
105,1260,3508,4,715
1542,4094,6342,3,195
1542,613,2861,3,195
1542,6468,8716,5,195
1542,3208,5456,4,195
1542,3720,5968,4,195
1542,1684,3932,5,195
1542,5773,8021,4,195
1542,509,2757,4,195
1542,362,2610,5,195
1542,1642,3890,3,195
1542,5998,8246,4,195
1542,4640,6888,5,195
1542,3660,5908,3,195
1542,2983,5231,4,195
1542,6252,8500,5,195
1542,4619,6867,5,195
1542,4401,6649,5,195
1542,5761,8009,5,195
1542,6213,8461,3,195
1542,1746,3994,4,195
1542,2183,4431,4,195
1542,6638,8886,3,195
1542,1959,4207,3,195
1542,6317,8565,5,195
1542,5843,8091,3,195
1542,2634,4882,5,195
1542,589,2837,5,195
1542,5394,7642,3,195
1542,625,2873,5,195
1542,655,2903,5,195
1542,674,2922,3,195
1542,117,2365,4,195
1542,5062,7310,3,195
1542,948,3196,5,195
1542,513,2761,1,195
1542,4201,6449,5,195
1542,4425,6673,3,195
1542,3107,5355,4,195
1542,3151,5399,2,195
1542,2901,5149,1,195
1542,1040,3288,4,195
1542,5389,7637,3,195
1542,707,2955,5,195
1542,6656,8904,5,195
1542,538,2786,4,195
1542,5016,7264,3,195
1542,2031,4279,4,195
1542,1233,3481,5,195
1542,356,2604,5,195
1542,5749,7997,5,195
1542,1176,3424,4,195
1542,45,2293,5,195
1542,3969,6217,3,195
1542,662,2910,4,195
1542,1029,3277,5,195
1542,5333,7581,4,195
1542,4557,6805,3,195
1542,4196,6444,4,195
1542,4286,6534,1,195
1542,3579,5827,5,195
1542,3372,5620,3,195
1542,3762,6010,4,195
1542,2910,5158,3,195
1542,463,2711,5,195
1542,66,2314,4,195
1542,1728,3976,5,195
1542,4063,6311,4,195
1542,4561,6809,3,195
1542,4145,6393,3,195
1542,4423,6671,5,195
1542,4412,6660,5,195
1542,4294,6542,2,195
1542,4355,6603,4,195
1542,4347,6595,2,195
1542,4178,6426,4,195
1542,4147,6395,4,195
1542,1551,3799,4,195
1542,4046,6294,4,195
1542,3675,5923,4,195
1542,3859,6107,1,195
1542,3434,5682,5,195
1542,3431,5679,4,195
1542,5118,7366,4,195
1542,2522,4770,3,195
1542,2513,4761,3,195
1542,2994,5242,3,195
1542,1430,3678,5,195
1542,2176,4424,5,195
1542,2767,5015,4,195
1542,2154,4402,5,195
1542,6099,8347,5,195
1542,1883,4131,4,195
1542,1717,3965,3,195
1542,4710,6958,5,195
1542,5321,7569,5,195
1542,2617,4865,3,195
1542,5872,8120,4,195
1542,5557,7805,5,195
1542,5299,7547,3,195
1542,2688,4936,5,195
1542,2661,4909,4,195
1542,2668,4916,5,195
1542,2753,5001,4,195
1542,2555,4803,4,195
1542,540,2788,5,195
1542,277,2525,5,195
1542,1865,4113,4,195
1542,681,2929,5,195
1542,708,2956,4,195
1542,134,2382,5,195
1542,884,3132,4,195
1542,287,2535,5,195
1542,141,2389,5,195
1542,1142,3390,5,195
1542,89,2337,5,195
1542,864,3112,5,195
1542,347,2595,5,195
1542,382,2630,5,195
1966,4094,6342,4,57
1966,4278,6526,5,57
1966,4262,6510,4,57
1966,4307,6555,5,57
1966,3720,5968,5,57
1966,4001,6249,5,57
1966,3933,6181,4,57
1966,3294,5542,5,57
1966,3552,5800,4,57
1966,4640,6888,5,57
1966,3241,5489,5,57
1966,5374,7622,5,57
1966,3660,5908,4,57
1966,3069,5317,3,57
1966,3965,6213,3,57
1966,6213,8461,4,57
1966,5062,7310,5,57
1966,1040,3288,5,57
1966,4196,6444,4,57
1966,3579,5827,4,57
1966,3762,6010,5,57
1966,4355,6603,5,57
1966,4178,6426,5,57
1966,877,3125,4,57
1966,6081,8329,5,57
1966,5064,7312,5,57
1966,5594,7842,5,57
1966,998,3246,5,57
1966,4369,6617,5,57
1966,4318,6566,3,57
1966,4376,6624,4,57
1966,4744,6992,4,57
1966,3575,5823,5,57
1966,3873,6121,5,57
1966,6296,8544,5,57
1966,5315,7563,5,57
1966,5763,8011,4,57
1966,6259,8507,4,57
1966,2597,4845,4,57
1966,3664,5912,4,57
1966,1833,4081,4,57
1966,3019,5267,5,57
1966,1018,3266,4,57
1966,2300,4548,5,57
1966,1937,4185,5,57
1966,4413,6661,4,57
1966,6087,8335,5,57
1966,5832,8080,5,57
1966,4454,6702,4,57
1966,3715,5963,4,57
1966,4387,6635,5,57
1966,3740,5988,5,57
1966,4323,6571,4,57
1966,3850,6098,5,57
1966,3977,6225,5,57
1966,3475,5723,5,57
1966,3492,5740,5,57
1966,3491,5739,4,57
1966,3068,5316,5,57
1966,6525,8773,5,57
1966,2938,5186,4,57
1966,3016,5264,5,57
1966,3059,5307,5,57
1966,5249,7497,4,57
1966,2068,4316,5,57
1966,2328,4576,4,57
1966,2196,4444,4,57
1966,6202,8450,4,57
1966,995,3243,4,57
1966,779,3027,5,57
1966,6180,8428,5,57
1966,527,2775,5,57
1966,793,3041,4,57
1966,269,2517,5,57
1966,5910,8158,4,57
1966,3408,5656,5,57
1966,5430,7678,4,57
1966,2788,5036,5,57
1966,2281,4529,4,57
1966,4970,7218,4,57
1966,3682,5930,5,57
1966,3937,6185,4,57
1966,5944,8192,4,57
1966,6215,8463,5,57
1966,5806,8054,5,57
1966,3553,5801,5,57
1966,216,2464,5,57
1966,5893,8141,5,57
1966,4697,6945,5,57
1966,553,2801,5,57
1966,5733,7981,5,57
1966,5373,7621,5,57
1966,2334,4582,4,57
1966,3684,5932,4,57
1966,2683,4931,5,57
1966,607,2855,4,57
1966,3065,5313,5,57
1966,3976,6224,5,57
1966,1775,4023,4,57
1966,4328,6576,4,57
1966,4341,6589,3,57
1966,2427,4675,5,57
1966,6565,8813,5,57
1966,3550,5798,4,57
1966,5814,8062,5,57
1966,521,2769,5,57
1966,2488,4736,5,57
1966,5770,8018,4,57
1966,3483,5731,4,57
1966,5817,8065,5,57
1966,938,3186,4,57
1966,2600,4848,5,57
1966,4280,6528,3,57
1966,2365,4613,4,57
1966,4264,6512,5,57
1966,4386,6634,4,57
1966,3746,5994,4,57
1966,2873,5121,5,57
1966,5417,7665,5,57
1966,4133,6381,4,57
1966,5712,7960,4,57
1966,812,3060,3,57
1966,6288,8536,3,57
1966,3524,5772,5,57
1966,1707,3955,4,57
1966,4182,6430,4,57
1966,4131,6379,4,57
1966,5412,7660,4,57
1966,523,2771,4,57
1966,6617,8865,3,57
1966,4585,6833,4,57
1966,3683,5931,4,57
1966,5208,7456,5,57
1966,5451,7699,4,57
1966,3250,5498,4,57
1966,4099,6347,5,57
1966,3262,5510,5,57
1966,2014,4262,5,57
1966,4550,6798,4,57
1966,1216,3464,5,57
1966,6210,8458,5,57
1966,5774,8022,3,57
1966,3992,6240,5,57
1966,3898,6146,5,57
1966,4276,6524,5,57
1966,4431,6679,5,57
1966,6234,8482,5,57
1966,6235,8483,5,57
1966,4410,6658,5,57
1966,6261,8509,3,57
1966,6334,8582,4,57
1966,4417,6665,5,57
1966,2092,4340,4,57
1966,3090,5338,4,57
1966,3030,5278,4,57
1966,3176,5424,5,57
1966,4173,6421,4,57
1966,1440,3688,5,57
1966,3922,6170,4,57
1966,4419,6667,5,57
1966,5411,7659,5,57
1966,4405,6653,5,57
1966,5861,8109,4,57
1966,3581,5829,4,57
1966,2599,4847,3,57
1966,5361,7609,4,57
1966,6433,8681,5,57
1966,4181,6429,4,57
1966,6409,8657,5,57
1966,2076,4324,5,57
1966,385,2633,5,57
1966,5808,8056,5,57
1966,4252,6500,5,57
1966,1272,3520,3,57
1966,1301,3549,5,57
1966,1300,3548,5,57
1966,3883,6131,5,57
1966,6188,8436,5,57
1966,6685,8933,5,57
1966,2050,4298,5,57
1966,6687,8935,5,57
1966,2395,4643,4,57
1966,2319,4567,5,57
1966,4324,6572,5,57
1966,4057,6305,4,57
1966,4241,6489,4,57
1966,3571,5819,5,57
1966,2049,4297,5,57
1966,2099,4347,4,57
1966,3652,5900,5,57
1966,300,2548,5,57
1966,3917,6165,3,57
1966,2997,5245,4,57
1966,6400,8648,4,57
1966,5969,8217,4,57
1966,6310,8558,5,57
1966,4236,6484,4,57
1966,6485,8733,5,57
1966,3990,6238,5,57
1966,4096,6344,5,57
1966,1332,3580,5,57
1966,2494,4742,5,57
1966,4159,6407,4,57
1966,3398,5646,4,57
1966,3808,6056,3,57
1966,4045,6293,5,57
1966,3899,6147,5,57
1966,1841,4089,4,57
1966,4081,6329,5,57
1966,3787,6035,5,57
1966,3342,5590,4,57
1966,5497,7745,5,57
1966,6469,8717,4,57
1966,3846,6094,5,57
1966,636,2884,5,57
1966,2851,5099,1,57
1966,3649,5897,5,57
1966,5261,7509,5,57
1966,3563,5811,5,57
1966,3191,5439,5,57
1966,3465,5713,5,57
1966,3079,5327,5,57
1966,2576,4824,5,57
1966,6138,8386,4,57
1966,2758,5006,5,57
1966,6079,8327,5,57
1966,1020,3268,5,57
1966,442,2690,5,57
1966,4748,6996,5,57
1966,1906,4154,5,57
2160,4094,6342,4,3
2160,2461,4709,5,3
2160,4278,6526,4,3
2160,5800,8048,1,3
2160,4298,6546,1,3
2160,3502,5750,4,3
2160,6482,8730,4,3
2160,4262,6510,4,3
2160,4307,6555,4,3
2160,4053,6301,5,3
2160,4190,6438,4,3
2160,1039,3287,4,3
2160,4648,6896,4,3
2160,1731,3979,3,3
2160,6468,8716,5,3
2160,3720,5968,4,3
2160,427,2675,3,3
2160,2222,4470,5,3
2160,5773,8021,3,3
2160,4256,6504,4,3
2160,3554,5802,4,3
2160,4038,6286,5,3
2160,2144,4392,5,3
2160,509,2757,3,3
2160,4537,6785,3,3
2160,3929,6177,4,3
2160,4830,7078,5,3
2160,4981,7229,4,3
2160,905,3153,5,3
2160,4832,7080,5,3
2160,1150,3398,5,3
2160,1793,4041,5,3
2160,6443,8691,4,3
2160,726,2974,5,3
2160,2556,4804,4,3
2160,3660,5908,3,3
2160,2662,4910,4,3
2160,2983,5231,3,3
2160,4813,7061,3,3
2160,4955,7203,5,3
2160,4778,7026,5,3
2160,4197,6445,4,3
2160,4401,6649,5,3
2160,5761,8009,5,3
2160,2183,4431,4,3
2160,6638,8886,4,3
2160,6317,8565,4,3
2160,4201,6449,4,3
2160,3151,5399,4,3
2160,1040,3288,5,3
2160,356,2604,5,3
2160,5749,7997,4,3
2160,3372,5620,4,3
2160,3762,6010,5,3
2160,2910,5158,5,3
2160,4412,6660,3,3
2160,4178,6426,4,3
2160,4046,6294,4,3
2160,3859,6107,1,3
2160,540,2788,4,3
2160,277,2525,4,3
2160,877,3125,5,3
2160,6081,8329,4,3
2160,4318,6566,4,3
2160,3575,5823,4,3
2160,3873,6121,4,3
2160,5315,7563,4,3
2160,6259,8507,5,3
2160,2597,4845,5,3
2160,2300,4548,4,3
2160,4413,6661,3,3
2160,4454,6702,4,3
2160,3850,6098,4,3
2160,3475,5723,4,3
2160,3492,5740,5,3
2160,5910,8158,3,3
2160,2281,4529,5,3
2160,3682,5930,4,3
2160,6215,8463,3,3
2160,2683,4931,5,3
2160,4341,6589,4,3
2160,2427,4675,5,3
2160,3483,5731,5,3
2160,4280,6528,3,3
2160,4386,6634,3,3
2160,3746,5994,4,3
2160,3524,5772,2,3
2160,4182,6430,4,3
2160,4276,6524,4,3
2160,3090,5338,3,3
2160,4419,6667,3,3
2160,4405,6653,4,3
2160,4324,6572,2,3
2160,6469,8717,3,3
2160,3563,5811,4,3
2160,3822,6070,4,3
2160,3216,5464,4,3
2160,6340,8588,4,3
2160,6387,8635,4,3
2160,3178,5426,3,3
2160,2637,4885,4,3
2160,2672,4920,3,3
2160,4827,7075,4,3
2160,4788,7036,5,3
2160,2667,4915,4,3
2160,170,2418,3,3
2160,2840,5088,3,3
2160,4442,6690,3,3
2160,3847,6095,5,3
2160,4346,6594,4,3
2160,4448,6696,4,3
2160,3812,6060,4,3
2160,4311,6559,4,3
2160,3834,6082,3,3
2160,4008,6256,2,3
2160,3751,5999,5,3
2160,4112,6360,5,3
2160,4044,6292,4,3
2160,4079,6327,4,3
2160,4048,6296,3,3
2160,3567,5815,5,3
2160,4021,6269,3,3
2160,3574,5822,5,3
2160,2182,4430,4,3
2160,2072,4320,4,3
2160,3461,5709,4,3
2160,3983,6231,5,3
2160,754,3002,3,3
2160,3568,5816,4,3
2160,2815,5063,5,3
2160,2181,4429,4,3
2160,3784,6032,5,3
2160,3644,5892,3,3
2160,3791,6039,3,3
2160,2514,4762,3,3
2160,3319,5567,3,3
2160,3263,5511,5,3
2160,844,3092,2,3
2160,2221,4469,5,3
2160,6346,8594,3,3
2160,6582,8830,3,3
2160,3967,6215,5,3
2160,4363,6611,3,3
2160,2990,5238,4,3
2160,6558,8806,4,3
2160,746,2994,4,3
2160,1971,4219,3,3
2160,1752,4000,5,3
2160,1761,4009,4,3
2160,6082,8330,4,3
2160,3718,5966,4,3
2160,3631,5879,5,3
2160,1863,4111,4,3
2160,653,2901,5,3
2160,3218,5466,4,3
2160,2800,5048,4,3
2160,3011,5259,5,3
2160,4811,7059,5,3
2160,5507,7755,4,3
2160,227,2475,4,3
2160,1681,3929,5,3
2160,3754,6002,3,3
2160,63,2311,5,3
2160,4446,6694,5,3
2160,2811,5059,4,3
2160,4134,6382,3,3
2160,3036,5284,4,3
2160,3815,6063,4,3
2160,3551,5799,4,3
2160,2896,5144,5,3
2160,4142,6390,4,3
2160,4009,6257,3,3
2160,3964,6212,4,3
2160,4492,6740,4,3
2160,4581,6829,4,3
2160,4374,6622,4,3
2160,4572,6820,4,3
2160,4373,6621,3,3
2160,4474,6722,3,3
2160,4254,6502,4,3
2160,4471,6719,4,3
2160,4455,6703,3,3
2160,4114,6362,5,3
2160,4302,6550,4,3
2160,4392,6640,5,3
2160,4110,6358,5,3
2160,4356,6604,2,3
2160,3738,5986,5,3
2160,4123,6371,4,3
2160,4251,6499,2,3
2160,4248,6496,4,3
2160,4087,6335,2,3
2160,3767,6015,4,3
2160,4135,6383,4,3
2160,3701,5949,4,3
2160,4069,6317,2,3
2160,3559,5807,3,3
2160,4041,6289,1,3
2160,4072,6320,2,3
2160,4074,6322,4,3
2160,3605,5853,3,3
2160,3938,6186,4,3
2160,3400,5648,3,3
2160,3928,6176,2,3
2160,3923,6171,1,3
2160,3911,6159,2,3
2160,3777,6025,3,3
2160,3785,6033,4,3
2160,3648,5896,5,3
2160,3460,5708,4,3
2160,3638,5886,4,3
2160,3606,5854,4,3
2160,3630,5878,4,3
2160,3449,5697,5,3
2160,3488,5736,5,3
2160,3478,5726,5,3
2160,2813,5061,4,3
2160,3419,5667,4,3
2160,3269,5517,4,3
2160,3184,5432,3,3
2160,2966,5214,4,3
2160,3175,5423,4,3
2160,2464,4712,4,3
2160,2252,4500,4,3
2160,2913,5161,3,3
2160,2887,5135,4,3
2160,2507,4755,4,3
2160,6517,8765,4,3
2160,696,2944,4,3
2160,2694,4942,4,3
2160,593,2841,4,3
2160,2116,4364,5,3
2160,2665,4913,4,3
2160,595,2843,2,3
2160,5312,7560,5,3
2160,506,2754,2,3
2160,824,3072,3,3
2160,4095,6343,2,3
2160,3082,5330,5,3
2160,1483,3731,4,3
2160,159,2407,5,3
2160,2948,5196,4,3
2160,5239,7487,4,3
2160,4186,6434,4,3
2160,484,2732,4,3
2160,3481,5729,4,3
2160,1247,3495,4,3
2160,3033,5281,5,3
2160,6162,8410,4,3
2160,2232,4480,4,3
2160,4169,6417,4,3
2160,4059,6307,4,3
2160,3851,6099,5,3
2160,4024,6272,5,3
2160,3880,6128,3,3
2160,3702,5950,5,3
2160,1299,3547,4,3
2160,3578,5826,4,3
2160,4634,6882,4,3
2160,5240,7488,4,3
2160,900,3148,2,3
2160,6408,8656,4,3
2160,322,2570,2,3
2160,6093,8341,3,3
2160,1800,4048,4,3
2160,5195,7443,5,3
2160,985,3233,4,3
2160,373,2621,4,3
2160,5891,8139,4,3
2160,5162,7410,5,3
2160,5298,7546,5,3
2160,1729,3977,3,3
2160,5026,7274,5,3
2160,6529,8777,4,3
2160,5354,7602,5,3
2160,2241,4489,4,3
2160,886,3134,4,3
2160,320,2568,5,3
2160,546,2794,4,3
2160,1343,3591,3,3
2160,4932,7180,3,3
2160,3864,6112,5,3
2160,3968,6216,3,3
2160,3805,6053,4,3
2160,4226,6474,1,3
2160,6597,8845,4,3
2160,6434,8682,3,3
2160,5959,8207,4,3
2160,3814,6062,4,3
2160,6068,8316,5,3
2160,4409,6657,4,3
2160,4575,6823,4,3
2160,4486,6734,4,3
2160,4402,6650,4,3
2160,3875,6123,2,3
2160,3908,6156,5,3
2160,4108,6356,3,3
2160,3628,5876,3,3
2160,4191,6439,2,3
2160,3892,6140,4,3
2160,3195,5443,3,3
2160,732,2980,4,3
2160,4160,6408,4,3
2160,3506,5754,5,3
2160,5027,7275,5,3
2160,4043,6291,4,3
2160,3115,5363,5,3
2160,3495,5743,5,3
2160,611,2859,5,3
2160,3723,5971,5,3
2160,3132,5380,5,3
2160,3139,5387,5,3
2160,6136,8384,5,3
2160,1180,3428,5,3
2160,1257,3505,5,3
2160,2991,5239,5,3
2160,1137,3385,4,3
2160,654,2902,5,3
2160,4908,7156,4,3
2160,846,3094,5,3
2160,5068,7316,4,3
2160,2453,4701,3,3
2160,539,2787,3,3
2160,6328,8576,4,3
2160,3029,5277,2,3
2160,2945,5193,4,3
2160,2215,4463,4,3
2160,559,2807,4,3
2160,4240,6488,3,3
2160,3180,5428,3,3
2160,4588,6836,4,3
2160,4546,6794,4,3
2160,3795,6043,4,3
2160,3647,5895,4,3
2160,4164,6412,5,3
2160,2803,5051,4,3
2160,2802,5050,5,3
2160,3712,5960,3,3
2160,3725,5973,5,3
2160,29,2277,4,3
2160,6553,8801,3,3
2160,4638,6886,5,3
2160,4161,6409,4,3
2160,4378,6626,5,3
2160,4383,6631,4,3
2160,4309,6557,5,3
2160,3956,6204,4,3
2160,3625,5873,3,3
2160,3824,6072,2,3
2160,4035,6283,2,3
2160,3377,5625,4,3
2160,2609,4857,4,3
2160,5510,7758,4,3
2160,5519,7767,5,3
2160,5518,7766,4,3
2160,4415,6663,5,3
2160,6260,8508,3,3
2160,6149,8397,4,3
2160,837,3085,4,3
2160,3187,5435,4,3
2160,889,3137,5,3
2160,2140,4388,4,3
2160,4991,7239,4,3
2160,756,3004,3,3
2160,1517,3765,4,3
2160,26,2274,5,3
2160,5087,7335,5,3
2160,5699,7947,4,3
2160,5612,7860,5,3
2160,3160,5408,4,3
2160,3671,5919,4,3
2160,944,3192,5,3
2160,4265,6513,3,3
2160,3108,5356,3,3
2160,3236,5484,4,3
2160,75,2323,4,3
2160,3828,6076,4,3
2160,3848,6096,5,3
2160,3438,5686,5,3
2160,3930,6178,5,3
2160,2210,4458,5,3
2160,993,3241,4,3
2160,3511,5759,3,3
2160,1838,4086,4,3
2160,3565,5813,5,3
2160,3722,5970,3,3
2160,2909,5157,5,3
2160,5611,7859,2,3
2160,5659,7907,5,3
2160,1542,3790,2,3
2160,1732,3980,1,3
2160,2985,5233,3,3
2160,3877,6125,4,3
2160,3946,6194,5,3
2160,458,2706,5,3
2160,4067,6315,4,3
2160,6697,8945,5,3
2160,2058,4306,4,3
2160,4444,6692,4,3
2160,3416,5664,3,3
2160,2954,5202,2,3
2160,4564,6812,4,3
2160,1089,3337,5,3
2160,123,2371,5,3
2160,4082,6330,5,3
2160,2081,4329,4,3
2160,5465,7713,5,3
2160,1419,3667,5,3
2160,6444,8692,5,3
2160,2962,5210,3,3
2160,3109,5357,4,3
2160,3772,6020,2,3
2160,4029,6277,4,3
2160,4878,7126,4,3
2160,1957,4205,4,3
2160,215,2463,3,3
2160,1668,3916,4,3
2160,4586,6834,3,3
2160,3602,5850,1,3
2160,4077,6325,5,3
2160,4407,6655,3,3
2160,4902,7150,4,3
2160,5000,7248,4,3
2160,3706,5954,4,3
2160,1706,3954,5,3
2160,586,2834,4,3
2160,3758,6006,1,3
2160,1022,3270,2,3
2160,1259,3507,3,3
2160,3480,5728,2,3
2160,3031,5279,5,3
2160,2548,4796,4,3
2160,372,2620,4,3
2160,157,2405,4,3
2160,3632,5880,4,3
2160,3839,6087,4,3
2160,2900,5148,4,3
2160,3546,5794,2,3
2160,6002,8250,5,3
2160,4279,6527,4,3
2160,3894,6142,3,3
2160,1964,4212,4,3
2160,4152,6400,4,3
2160,902,3150,4,3
2160,1895,4143,5,3
2160,5810,8058,4,3
2160,3048,5296,4,3
2160,3603,5851,5,3
2160,5030,7278,4,3
2160,3634,5882,4,3
2160,3055,5303,5,3
2160,1319,3567,5,3
2160,4016,6264,3,3
2160,2850,5098,1,3
2160,1147,3395,5,3
2160,1152,3400,3,3
2160,4115,6363,4,3
2160,3485,5733,3,3
2160,302,2550,4,3
2160,1028,3276,4,3
2160,2866,5114,5,3
2160,3409,5657,5,3
2160,4758,7006,4,3
2160,1487,3735,4,3
2160,3774,6022,4,3
2160,3794,6042,4,3
2160,3840,6088,5,3
2160,3275,5523,4,3
2160,3046,5294,4,3
2160,3825,6073,4,3
2160,3949,6197,4,3
2160,3849,6097,5,3
2160,3104,5352,5,3
2160,6065,8313,4,3
2160,6157,8405,2,3
2160,3926,6174,5,3
2160,4243,6491,4,3
2160,6461,8709,4,3
2160,3865,6113,2,3
2160,475,2723,5,3
2160,4056,6304,4,3
2160,3895,6143,5,3
2160,3448,5696,3,3
2160,6101,8349,4,3
2160,2999,5247,4,3
2160,4291,6539,4,3
2160,657,2905,3,3
2160,3158,5406,4,3
2160,2761,5009,4,3
2160,1149,3397,4,3
2160,4091,6339,3,3
2160,3752,6000,5,3
2160,4172,6420,3,3
2160,4166,6414,3,3
2160,3366,5614,4,3
2160,2201,4449,5,3
2160,1350,3598,5,3
2160,6688,8936,4,3
2160,4445,6693,4,3
2160,13,2261,4,3
2160,156,2404,5,3
2160,3653,5901,2,3
2160,3855,6103,3,3
2160,3765,6013,5,3
2160,4233,6481,4,3
2160,3704,5952,4,3
2160,3338,5586,5,3
2160,317,2565,5,3
2160,2888,5136,3,3
2160,3587,5835,2,3
2160,5892,8140,4,3
2160,4092,6340,4,3
2160,4468,6716,5,3
2160,4482,6730,4,3
2160,4416,6664,4,3
2160,4113,6361,4,3
2160,4231,6479,5,3
2160,4288,6536,2,3
2160,4078,6326,5,3
2160,3773,6021,2,3
2160,3556,5804,5,3
2160,4125,6373,3,3
2160,4128,6376,4,3
2160,4103,6351,4,3
2160,3993,6241,4,3
2160,4068,6316,4,3
2160,4117,6365,1,3
2160,1302,3550,4,3
2160,3952,6200,5,3
2160,4054,6302,4,3
2160,3882,6130,3,3
2160,3919,6167,3,3
2160,6323,8571,4,3
2160,3237,5485,4,3
2160,2463,4711,2,3
2160,3816,6064,3,3
2160,3741,5989,4,3
2160,3509,5757,3,3
