guid,vid,gid,rating,uid
1836,3120,31385,4,26
1836,3119,31384,4,26
1836,3202,31467,4,26
1836,387,28652,4,26
1836,1321,29586,4,26
1836,315,28580,5,26
1836,2777,31042,4,26
1836,2968,31233,4,26
1836,2701,30966,4,26
1836,2478,30743,4,26
1836,3143,31408,4,26
1836,5329,33594,4,26
1836,3129,31394,4,26
1836,5184,33449,5,26
1836,4277,32542,4,26
1836,1595,29860,4,26
1836,3110,31375,4,26
1836,2982,31247,5,26
1836,144,28409,4,26
1836,5111,33376,4,26
1836,2907,31172,4,26
1836,4079,32344,4,26
1836,3991,32256,4,26
1836,2694,30959,4,26
1836,2976,31241,4,26
1836,2654,30919,4,26
1836,5059,33324,4,26
1836,370,28635,5,26
1836,4289,32554,5,26
1836,2680,30945,5,26
1836,2630,30895,4,26
1836,28,28293,4,26
1836,2693,30958,5,26
1836,2473,30738,4,26
1836,1856,30121,4,26
1836,2223,30488,5,26
1836,305,28570,4,26
1836,4197,32462,4,26
1836,2565,30830,4,26
1836,4815,33080,4,26
1836,1008,29273,4,26
1836,1002,29267,4,26
1836,1828,30093,5,26
1836,2376,30641,5,26
1836,4181,32446,4,26
1836,5301,33566,4,26
1836,1373,29638,4,26
1836,4948,33213,5,26
1836,585,28850,4,26
1836,2002,30267,5,26
1836,1391,29656,3,26
1836,4652,32917,5,26
1836,5293,33558,3,26
1836,4685,32950,4,26
1836,296,28561,4,26
1836,4344,32609,4,26
1836,1675,29940,4,26
1836,841,29106,5,26
1836,1561,29826,5,26
1836,1054,29319,5,26
1836,473,28738,4,26
1836,1465,29730,4,26
1836,466,28731,5,26
1836,1886,30151,5,26
1836,4887,33152,5,26
1836,1577,29842,4,26
1836,2160,30425,4,26
1836,4797,33062,5,26
1836,4276,32541,4,26
1836,1986,30251,5,26
1836,367,28632,5,26
1836,497,28762,5,26
1836,485,28750,4,26
1836,21,28286,4,26
1836,4515,32780,4,26
1836,5511,33776,5,26
1836,2285,30550,5,26
1836,320,28585,5,26
1836,1195,29460,4,26
1836,4605,32870,4,26
1836,4322,32587,4,26
1836,1537,29802,5,26
1836,134,28399,5,26
1836,76,28341,5,26
1836,5386,33651,4,26
1836,4539,32804,4,26
1836,4708,32973,5,26
1836,1736,30001,4,26
1836,5193,33458,4,26
1836,5001,33266,5,26
1836,452,28717,5,26
1836,907,29172,3,26
1836,316,28581,4,26
1836,4486,32751,4,26
1836,1722,29987,5,26
1836,1471,29736,4,26
1836,1554,29819,4,26
1836,2122,30387,4,26
1836,4940,33205,4,26
1836,410,28675,4,26
1836,4796,33061,4,26
1836,4478,32743,4,26
1836,5066,33331,5,26
1836,4794,33059,4,26
1836,4783,33048,5,26
1836,4562,32827,5,26
1836,1865,30130,4,26
1836,4755,33020,5,26
1836,4346,32611,5,26
1836,1341,29606,4,26
1836,4844,33109,5,26
1836,4363,32628,5,26
1836,4223,32488,5,26
1836,502,28767,5,26
1836,4295,32560,3,26
1836,1732,29997,5,26
1836,1272,29537,2,26
