guid,gid,uid,vid
14,4706,84,396
15,4352,517,208
15,4548,517,334
15,4577,517,265
15,4626,517,85
15,4353,517,262
15,4763,517,195
15,4625,517,233
15,4676,517,134
15,4341,517,303
15,4462,517,336
15,4395,517,257
15,4756,517,74
16,4353,128,262
16,4352,128,208
16,4721,128,402
16,4676,128,134
16,4393,128,226
16,4360,128,248
16,4385,128,353
16,4729,128,98
16,4341,128,303
16,4695,128,392
16,4489,128,82
16,4734,128,223
16,4542,128,36
16,4424,128,58
16,4497,128,154
16,4745,128,182
16,4742,128,77
16,4495,128,362
16,4418,128,253
17,4354,512,278
17,4339,512,250
17,4742,512,77
17,4410,512,232
17,4670,512,190
17,4402,512,331
17,4601,512,65
17,4625,512,233
17,4617,512,304
17,4398,512,307
17,4409,512,380
17,4469,512,81
18,4355,28,251
18,4460,28,129
18,4629,28,269
18,4546,28,230
18,4490,28,270
18,4429,28,323
18,4421,28,382
18,4634,28,268
18,4406,28,139
18,4410,28,232
18,4614,28,383
18,4472,28,324
18,4411,28,78
18,4735,28,90
18,4626,28,85
18,4422,28,212
18,4488,28,397
18,4420,28,294
18,4339,28,250
18,4412,28,313
18,4604,28,390
19,4356,3072,56
19,4411,3072,78
20,4357,1131,239
20,4505,1131,343
20,4373,1131,356
20,4546,1131,230
20,4711,1131,240
20,4359,1131,207
20,4710,1131,203
20,4613,1131,409
20,4689,1131,118
21,4358,217,299
21,4424,217,58
21,4724,217,183
21,4742,217,77
21,4393,217,226
21,4402,217,331
21,4729,217,98
21,4689,217,118
21,4341,217,303
21,4544,217,387
21,4410,217,232
21,4676,217,134
21,4766,217,166
21,4626,217,85
21,4723,217,63
21,4737,217,165
21,4734,217,223
22,4359,347,207
22,4723,347,63
22,4757,347,71
22,4735,347,90
22,4423,347,52
22,4741,347,155
22,4477,347,62
22,4377,347,91
22,4351,347,79
22,4702,347,115
22,4350,347,39
22,4357,347,239
22,4463,347,72
22,4348,347,200
22,4600,347,245
23,4360,423,248
23,4542,423,36
23,4497,423,154
23,4393,423,226
23,4755,423,114
23,4417,423,216
23,4717,423,99
23,4477,423,62
23,4416,423,41
23,4700,423,150
23,4353,423,262
23,4642,423,185
23,4424,423,58
23,4689,423,118
24,4361,25,318
24,4646,25,130
24,4620,25,210
24,4480,25,364
24,4607,25,164
24,4456,25,231
24,4754,25,254
24,4582,25,298
24,4630,25,89
24,4390,25,266
24,4408,25,340
24,4681,25,124
24,4485,25,132
24,4682,25,125
24,4389,25,361
24,4590,25,306
24,4437,25,34
24,4466,25,179
24,4667,25,297
24,4430,25,31
24,4692,25,105
25,4362,365,305
25,4379,365,281
25,4725,365,276
25,4572,365,291
25,4407,365,344
25,4630,365,89
25,4483,365,351
25,4567,365,378
25,4591,365,221
25,4531,365,335
25,4691,365,302
25,4734,365,223
25,4541,365,419
25,4617,365,304
25,4553,365,280
26,4363,16,374
26,4762,16,158
26,4479,16,222
26,4607,16,164
26,4404,16,367
26,4459,16,282
26,4472,16,324
26,4547,16,187
26,4478,16,128
26,4727,16,286
26,4406,16,139
26,4401,16,217
26,4386,16,140
26,4562,16,357
26,4742,16,77
26,4664,16,213
26,4533,16,167
26,4671,16,84
26,4683,16,274
26,4669,16,178
26,4659,16,122
27,4364,1483,255
27,4605,1483,237
27,4566,1483,301
27,4502,1483,260
27,4579,1483,119
27,4602,1483,159
27,4431,1483,18
27,4411,1483,78
28,4365,123,314
28,4447,123,181
28,4555,123,163
28,4452,123,143
28,4524,123,315
28,4556,123,333
28,4376,123,326
28,4554,123,110
28,4448,123,83
28,4668,123,95
28,4517,123,43
28,4513,123,28
28,4573,123,109
28,4381,123,263
28,4519,123,111
28,4515,123,47
28,4516,123,60
28,4520,123,27
28,4521,123,61
29,4366,1701,218
29,4378,1701,57
29,4429,1701,323
29,4451,1701,93
29,4443,1701,365
29,4528,1701,177
29,4637,1701,400
30,4367,184,103
30,4530,184,144
30,4534,184,120
30,4448,184,83
30,4665,184,287
30,4445,184,92
30,4441,184,242
30,4527,184,186
30,4528,184,177
30,4451,184,93
30,4583,184,176
30,4382,184,234
30,4533,184,167
30,4532,184,296
30,4526,184,142
30,4739,184,235
30,4553,184,280
30,4455,184,238
31,4368,383,412
31,4551,383,189
31,4672,383,86
31,4649,383,192
31,4440,383,12
31,4389,383,361
31,4643,383,381
31,4587,383,214
31,4607,383,164
31,4586,383,33
31,4689,383,118
31,4475,383,224
31,4652,383,113
31,4387,383,107
31,4476,383,204
32,4369,296,146
32,4378,296,57
32,4387,296,107
32,4682,296,125
32,4668,296,95
32,4449,296,394
32,4448,296,83
32,4527,296,186
32,4482,296,149
32,4441,296,242
32,4616,296,429
32,4679,296,310
32,4523,296,168
32,4386,296,140
32,4612,296,137
32,4726,296,316
33,4370,292,199
33,4573,292,109
33,4408,292,340
33,4526,292,142
33,4443,292,365
33,4448,292,83
33,4447,292,181
33,4569,292,201
33,4534,292,120
33,4524,292,315
33,4750,292,219
33,4452,292,143
33,4451,292,93
33,4532,292,296
33,4747,292,96
33,4563,292,311
34,4371,2653,151
34,4356,2653,56
34,4672,2653,86
35,4372,409,283
35,4456,409,231
35,4471,409,389
35,4671,409,84
35,4638,409,160
35,4466,409,179
35,4666,409,145
35,4728,409,267
35,4640,409,175
35,4744,409,279
35,4405,409,342
35,4658,409,117
35,4663,409,252
35,4762,409,158
36,4373,463,356
36,4357,463,239
36,4689,463,118
36,4578,463,135
36,4710,463,203
36,4567,463,378
36,4385,463,353
36,4624,463,247
36,4406,463,139
36,4453,463,414
36,4642,463,185
36,4568,463,196
36,4745,463,182
37,4374,570,372
37,4378,570,57
37,4603,570,116
37,4369,570,146
37,4554,570,110
37,4689,570,118
37,4387,570,107
37,4410,570,232
37,4601,570,65
37,4569,570,201
37,4429,570,323
38,4375,415,290
38,4609,415,156
38,4358,415,299
38,4386,415,140
38,4382,415,234
38,4389,415,361
38,4557,415,259
38,4422,415,212
38,4729,415,98
38,4543,415,300
38,4413,415,243
38,4411,415,78
38,4390,415,266
38,4766,415,166
39,4376,112,326
39,4513,112,28
39,4516,112,60
39,4517,112,43
39,4519,112,111
39,4511,112,50
39,4518,112,75
39,4520,112,27
39,4515,112,47
39,4521,112,61
39,4509,112,24
39,4512,112,70
39,4510,112,22
39,4514,112,30
39,4507,112,23
39,4508,112,17
39,4365,112,314
39,4730,112,184
39,4602,112,159
40,4377,404,91
40,4493,404,45
40,4735,404,90
40,4477,404,62
40,4424,404,58
40,4337,404,102
40,4542,404,36
40,4741,404,155
40,4497,404,154
40,4350,404,39
40,4351,404,79
40,4460,404,129
40,4359,404,207
40,4467,404,338
41,4378,602,57
41,4369,602,146
41,4601,602,65
41,4387,602,107
41,4554,602,110
41,4736,602,211
41,4448,602,83
41,4451,602,93
41,4374,602,372
41,4612,602,137
41,4399,602,157
42,4379,857,281
42,4362,857,305
42,4734,857,223
42,4750,857,219
42,4760,857,407
42,4591,857,221
42,4428,857,80
42,4748,857,198
42,4617,857,304
42,4691,857,302
43,4380,2284,403
43,4401,2284,217
43,4338,2284,327
43,4742,2284,77
43,4563,2284,311
44,4381,79,263
44,4448,79,83
44,4760,79,407
44,4668,79,95
44,4452,79,143
44,4645,79,295
44,4623,79,405
44,4524,79,315
44,4369,79,146
44,4365,79,314
44,4706,79,396
44,4573,79,109
44,4387,79,107
44,4671,79,84
44,4451,79,93
44,4604,79,390
44,4408,79,340
44,4592,79,264
44,4535,79,227
44,4738,79,112
45,4382,334,234
45,4747,334,96
45,4401,334,217
45,4530,334,144
45,4386,334,140
45,4687,334,328
45,4754,334,254
45,4367,334,103
45,4411,334,78
45,4665,334,287
45,4585,334,359
45,4738,334,112
45,4478,334,128
45,4734,334,223
45,4618,334,258
46,4383,2287,395
46,4465,2287,153
46,4570,2287,11
46,4682,2287,125
46,4529,2287,87
47,4384,515,411
47,4464,515,49
47,4626,515,85
47,4689,515,118
47,4611,515,108
47,4476,515,204
47,4467,515,338
47,4479,515,222
47,4440,515,12
47,4589,515,285
47,4497,515,154
47,4623,515,405
48,4385,223,353
48,4727,223,286
48,4720,223,197
48,4745,223,182
48,4353,223,262
48,4655,223,319
48,4360,223,248
48,4373,223,356
48,4721,223,402
48,4357,223,239
48,4542,223,36
48,4741,223,155
48,4710,223,203
48,4351,223,79
48,4700,223,150
48,4711,223,240
48,4568,223,196
49,4386,171,140
49,4646,171,130
49,4534,171,120
49,4382,171,234
49,4747,171,96
49,4681,171,124
49,4563,171,311
49,4529,171,87
49,4369,171,146
49,4503,171,293
49,4533,171,167
49,4665,171,287
49,4627,171,284
49,4725,171,276
49,4738,171,112
49,4482,171,149
49,4411,171,78
49,4504,171,133
50,4387,1621,107
50,4369,1621,146
50,4378,1621,57
50,4736,1621,211
50,4440,1621,12
50,4399,1621,157
50,4612,1621,137
51,4388,528,370
51,4465,528,153
51,4672,528,86
51,4574,528,261
51,4577,528,265
51,4608,528,275
51,4762,528,158
51,4473,528,138
51,4462,528,336
51,4468,528,289
51,4390,528,266
51,4707,528,322
52,4389,13,361
52,4390,13,266
52,4607,13,164
52,4609,13,156
52,4762,13,158
52,4405,13,342
52,4361,13,318
52,4432,13,9
52,4610,13,384
52,4581,13,38
52,4465,13,153
52,4433,13,21
52,4543,13,300
52,4434,13,35
52,4457,13,205
52,4689,13,118
52,4587,13,214
52,4466,13,179
52,4559,13,141
52,4456,13,231
52,4480,13,364
53,4390,32,266
53,4389,32,361
53,4607,32,164
53,4762,32,158
53,4465,32,153
53,4405,32,342
53,4457,32,205
53,4432,32,9
53,4609,32,156
53,4581,32,38
53,4433,32,21
53,4361,32,318
53,4462,32,336
53,4543,32,300
53,4434,32,35
53,4683,32,274
53,4671,32,84
53,4466,32,179
53,4398,32,307
53,4586,32,33
53,4478,32,128
54,4391,195,415
54,4645,195,295
54,4456,195,231
54,4372,195,283
54,4557,195,259
54,4591,195,221
54,4568,195,196
54,4735,195,90
54,4499,195,358
54,4707,195,322
54,4671,195,84
54,4714,195,241
54,4348,195,200
54,4680,195,106
54,4498,195,339
54,4576,195,147
54,4359,195,207
54,4476,195,204
55,4392,291,271
55,4431,291,18
55,4584,291,337
55,4437,291,34
55,4435,291,4
55,4440,291,12
55,4439,291,6
55,4485,291,132
55,4733,291,229
55,4430,291,31
55,4432,291,9
55,4601,291,65
55,4438,291,8
55,4436,291,15
55,4378,291,57
55,4535,291,227
56,4393,493,226
56,4413,493,243
56,4676,493,134
56,4724,493,183
56,4360,493,248
56,4700,493,150
56,4358,493,299
56,4349,493,352
56,4702,493,115
56,4344,493,148
56,4416,493,41
56,4464,493,49
57,4394,408,76
57,4350,408,39
57,4419,408,59
57,4757,408,71
57,4416,408,41
57,4755,408,114
57,4424,408,58
57,4477,408,62
57,4743,408,354
57,4702,408,115
57,4625,408,233
57,4676,408,134
57,4351,408,79
57,4717,408,99
58,4395,137,257
58,4756,137,74
58,4626,137,85
58,4763,137,195
58,4724,137,183
58,4752,137,320
58,4548,137,334
58,4634,137,268
58,4676,137,134
58,4393,137,226
58,4463,137,72
58,4412,137,313
58,4350,137,39
58,4577,137,265
58,4352,137,208
58,4419,137,59
58,4411,137,78
58,4549,137,273
59,4396,361,292
59,4426,361,225
59,4476,361,204
59,4689,361,118
59,4626,361,85
59,4711,361,240
59,4671,361,84
59,4653,361,188
59,4565,361,161
59,4755,361,114
59,4666,361,145
59,4348,361,200
59,4578,361,135
59,4642,361,185
59,4720,361,197
60,4397,2262,88
60,4697,2262,16
60,4705,2262,5
60,4709,2262,7
60,4539,2262,126
61,4398,92,307
61,4670,92,190
61,4620,92,210
61,4601,92,65
61,4623,92,405
61,4692,92,105
61,4654,92,423
61,4354,92,278
61,4456,92,231
61,4432,92,9
61,4685,92,194
61,4559,92,141
61,4478,92,128
61,4430,92,31
61,4437,92,34
61,4390,92,266
61,4402,92,331
61,4438,92,8
61,4440,92,12
62,4399,373,157
62,4612,373,137
62,4736,373,211
62,4502,373,260
62,4407,373,344
62,4679,373,310
62,4458,373,375
62,4378,373,57
62,4387,373,107
62,4611,373,108
62,4759,373,136
62,4523,373,168
62,4369,373,146
62,4343,373,309
62,4454,373,121
63,4400,108,249
63,4590,108,306
63,4646,108,130
63,4698,108,170
63,4502,108,260
63,4562,108,357
63,4726,108,316
63,4482,108,149
63,4739,108,235
63,4566,108,301
63,4759,108,136
63,4622,108,308
63,4668,108,95
63,4525,108,325
63,4722,108,391
63,4730,108,184
63,4376,108,326
63,4738,108,112
63,4682,108,125
64,4401,64,217
64,4478,64,128
64,4382,64,234
64,4680,64,106
64,4685,64,194
64,4653,64,188
64,4716,64,127
64,4718,64,180
64,4713,64,68
64,4687,64,328
64,4380,64,403
64,4712,64,97
64,4701,64,66
64,4459,64,282
64,4715,64,94
64,4742,64,77
64,4766,64,166
64,4582,64,298
64,4457,64,205
64,4704,64,48
65,4402,498,331
65,4692,498,105
65,4689,498,118
65,4742,498,77
65,4358,498,299
65,4469,498,81
65,4410,498,232
65,4633,498,172
65,4602,498,159
65,4601,498,65
65,4354,498,278
65,4537,498,37
66,4403,327,162
66,4460,327,129
66,4421,327,382
66,4756,327,74
66,4492,327,215
66,4742,327,77
66,4422,327,212
66,4463,327,72
66,4723,327,63
66,4424,327,58
66,4763,327,195
66,4676,327,134
66,4544,327,387
66,4493,327,45
66,4542,327,36
67,4404,412,367
67,4742,412,77
67,4406,412,139
67,4734,412,223
67,4681,412,124
67,4471,412,389
67,4363,412,374
67,4452,412,143
67,4715,412,94
67,4712,412,97
67,4718,412,180
67,4365,412,314
67,4713,412,68
67,4633,412,172
68,4405,228,342
68,4692,228,105
68,4731,228,376
68,4601,228,65
68,4546,228,230
68,4559,228,141
68,4631,228,329
68,4390,228,266
68,4614,228,383
68,4529,228,87
68,4478,228,128
68,4531,228,335
68,4389,228,361
68,4739,228,235
68,4412,228,313
68,4670,228,190
68,4602,228,159
69,4406,459,139
69,4479,459,222
69,4627,459,284
69,4748,459,198
69,4630,459,89
69,4546,459,230
69,4574,459,261
69,4404,459,367
69,4459,459,282
69,4734,459,223
69,4617,459,304
69,4614,459,383
69,4533,459,167
70,4407,470,344
70,4612,470,137
70,4399,470,157
70,4630,470,89
70,4614,470,383
70,4579,470,119
70,4590,470,306
70,4378,470,57
70,4602,470,159
70,4362,470,305
70,4546,470,230
70,4554,470,110
70,4551,470,189
71,4408,60,340
71,4668,60,95
71,4747,60,96
71,4573,60,109
71,4436,60,15
71,4434,60,35
71,4370,60,199
71,4437,60,34
71,4679,60,310
71,4551,60,189
71,4438,60,8
71,4440,60,12
71,4432,60,9
71,4435,60,4
71,4682,60,125
71,4620,60,210
71,4361,60,318
71,4754,60,254
71,4683,60,274
71,4439,60,6
72,4409,293,380
72,4479,293,222
72,4744,293,279
72,4354,293,278
72,4504,293,133
72,4692,293,105
72,4574,293,261
72,4478,293,128
72,4762,293,158
72,4670,293,190
72,4535,293,227
72,4680,293,106
72,4725,293,276
72,4457,293,205
72,4528,293,177
72,4526,293,142
73,4410,82,232
73,4735,82,90
73,4610,82,384
73,4460,82,129
73,4457,82,205
73,4742,82,77
73,4354,82,278
73,4402,82,331
73,4424,82,58
73,4689,82,118
73,4637,82,400
73,4358,82,299
73,4422,82,212
73,4420,82,294
73,4483,82,351
73,4766,82,166
73,4540,82,332
73,4337,82,102
73,4464,82,49
73,4355,82,251
74,4411,1960,78
74,4356,1960,56
74,4559,1960,141
74,4630,1960,89
74,4487,1960,3
74,4485,1960,132
75,4412,48,313
75,4546,48,230
75,4634,48,268
75,4414,48,369
75,4630,48,89
75,4429,48,323
75,4587,48,214
75,4411,48,78
75,4626,48,85
75,4490,48,270
75,4612,48,137
75,4614,48,383
75,4579,48,119
75,4413,48,243
75,4559,48,141
75,4395,48,257
75,4405,48,342
75,4736,48,211
75,4356,48,56
75,4355,48,251
76,4413,2329,243
76,4464,2329,49
76,4411,2329,78
76,4393,2329,226
76,4356,2329,56
77,4414,529,369
77,4342,529,363
77,4633,529,172
77,4412,529,313
77,4579,529,119
77,4752,529,320
77,4630,529,89
77,4469,529,81
77,4605,529,237
77,4587,529,214
77,4413,529,243
77,4402,529,331
78,4415,346,393
78,4422,346,212
78,4350,346,39
78,4723,346,63
78,4463,346,72
78,4460,346,129
78,4423,346,52
78,4489,346,82
78,4359,346,207
78,4763,346,195
78,4477,346,62
78,4425,346,379
78,4492,346,215
78,4420,346,294
78,4403,346,162
79,4416,1469,41
79,4419,1469,59
79,4394,1469,76
79,4477,1469,62
79,4350,1469,39
79,4625,1469,233
79,4351,1469,79
79,4702,1469,115
80,4417,39,216
80,4350,39,39
80,4337,39,102
80,4757,39,71
80,4755,39,114
80,4351,39,79
80,4463,39,72
80,4714,39,241
80,4419,39,59
80,4717,39,99
80,4711,39,240
80,4501,39,272
80,4706,39,396
80,4394,39,76
80,4360,39,248
80,4625,39,233
80,4426,39,225
80,4424,39,58
80,4542,39,36
80,4537,39,37
80,4477,39,62
81,4418,342,253
81,4742,342,77
81,4492,342,215
81,4734,342,223
81,4685,342,194
81,4748,342,198
81,4460,342,129
81,4640,342,175
81,4745,342,182
81,4498,342,339
81,4758,342,422
81,4346,342,399
81,4353,342,262
81,4421,342,382
81,4354,342,278
82,4419,333,59
82,4351,333,79
82,4416,333,41
82,4350,333,39
82,4394,333,76
82,4477,333,62
82,4755,333,114
82,4743,333,354
82,4756,333,74
82,4424,333,58
82,4625,333,233
82,4757,333,71
82,4702,333,115
82,4417,333,216
82,4719,333,152
83,4420,85,294
83,4492,85,215
83,4422,85,212
83,4425,85,379
83,4460,85,129
83,4421,85,382
83,4403,85,162
83,4410,85,232
83,4459,85,282
83,4559,85,141
83,4610,85,384
83,4608,85,275
83,4504,85,133
83,4377,85,91
83,4353,85,262
83,4355,85,251
83,4723,85,63
83,4670,85,190
83,4763,85,195
83,4574,85,261
84,4421,134,382
84,4403,134,162
84,4617,134,304
84,4420,134,294
84,4355,134,251
84,4694,134,371
84,4763,134,195
84,4418,134,253
84,4354,134,278
84,4339,134,250
84,4422,134,212
84,4460,134,129
84,4742,134,77
84,4559,134,141
84,4762,134,158
84,4504,134,133
84,4535,134,227
84,4492,134,215
85,4422,33,212
85,4463,33,72
85,4460,33,129
85,4403,33,162
85,4415,33,393
85,4420,33,294
85,4723,33,63
85,4766,33,166
85,4610,33,384
85,4425,33,379
85,4544,33,387
85,4478,33,128
85,4492,33,215
85,4549,33,273
85,4337,33,102
85,4763,33,195
85,4410,33,232
85,4685,33,194
85,4755,33,114
85,4626,33,85
85,4650,33,169
86,4423,1552,52
86,4350,1552,39
86,4348,1552,200
86,4557,1552,259
86,4351,1552,79
86,4757,1552,71
86,4359,1552,207
87,4424,70,58
87,4477,70,62
87,4350,70,39
87,4723,70,63
87,4729,70,98
87,4351,70,79
87,4337,70,102
87,4394,70,76
87,4625,70,233
87,4419,70,59
87,4489,70,82
87,4741,70,155
87,4542,70,36
87,4377,70,91
87,4463,70,72
87,4416,70,41
87,4493,70,45
87,4755,70,114
87,4676,70,134
87,4358,70,299
88,4425,294,379
88,4498,294,339
88,4422,294,212
88,4420,294,294
88,4463,294,72
88,4340,294,417
88,4723,294,63
88,4337,294,102
88,4489,294,82
88,4544,294,387
88,4492,294,215
88,4732,294,404
88,4741,294,155
88,4460,294,129
88,4359,294,207
88,4571,294,341
89,4426,158,225
89,4717,158,99
89,4706,158,396
89,4463,158,72
89,4351,158,79
89,4337,158,102
89,4396,158,292
89,4419,158,59
89,4756,158,74
89,4350,158,39
89,4723,158,63
89,4755,158,114
89,4417,158,216
89,4700,158,150
89,4729,158,98
89,4689,158,118
89,4757,158,71
89,4427,158,104
90,4427,233,104
90,4477,233,62
90,4689,233,118
90,4741,233,155
90,4735,233,90
90,4344,233,148
90,4424,233,58
90,4600,233,245
90,4337,233,102
90,4717,233,99
90,4710,233,203
90,4476,233,204
90,4624,233,247
90,4491,233,171
90,4463,233,72
90,4493,233,45
90,4729,233,98
91,4428,2999,80
91,4488,2999,397
92,4429,248,323
92,4488,248,397
92,4601,248,65
92,4469,248,81
92,4378,248,57
92,4412,248,313
92,4461,248,131
92,4342,248,363
92,4561,248,418
92,4366,248,218
92,4736,248,211
92,4559,248,141
92,4753,248,228
92,4355,248,251
92,4413,248,243
92,4524,248,315
93,4430,514,31
93,4432,514,9
93,4436,514,15
93,4435,514,4
93,4440,514,12
93,4438,514,8
93,4439,514,6
93,4437,514,34
93,4431,514,18
93,4434,514,35
93,4433,514,21
93,4620,514,210
94,4431,847,18
94,4435,847,4
94,4439,847,6
94,4438,847,8
94,4432,847,9
94,4434,847,35
94,4436,847,15
94,4440,847,12
94,4437,847,34
94,4433,847,21
95,4432,576,9
95,4435,576,4
95,4438,576,8
95,4439,576,6
95,4440,576,12
95,4436,576,15
95,4437,576,34
95,4434,576,35
95,4431,576,18
95,4433,576,21
95,4430,576,31
96,4433,679,21
96,4434,679,35
96,4436,679,15
96,4439,679,6
96,4438,679,8
96,4435,679,4
96,4432,679,9
96,4440,679,12
96,4431,679,18
96,4437,679,34
97,4434,565,35
97,4438,565,8
97,4436,565,15
97,4432,565,9
97,4439,565,6
97,4435,565,4
97,4431,565,18
97,4440,565,12
97,4433,565,21
97,4437,565,34
97,4430,565,31
98,4435,692,4
98,4439,692,6
98,4438,692,8
98,4432,692,9
98,4440,692,12
98,4436,692,15
98,4437,692,34
98,4431,692,18
98,4434,692,35
98,4433,692,21
99,4436,669,15
99,4438,669,8
99,4439,669,6
99,4435,669,4
99,4432,669,9
99,4434,669,35
99,4440,669,12
99,4437,669,34
99,4431,669,18
99,4433,669,21
100,4437,830,34
100,4435,830,4
100,4432,830,9
100,4438,830,8
100,4439,830,6
100,4436,830,15
100,4440,830,12
100,4431,830,18
100,4434,830,35
100,4433,830,21
101,4438,871,8
101,4439,871,6
101,4435,871,4
101,4436,871,15
101,4432,871,9
101,4440,871,12
101,4434,871,35
101,4437,871,34
101,4431,871,18
101,4433,871,21
102,4439,641,6
102,4435,641,4
102,4438,641,8
102,4436,641,15
102,4432,641,9
102,4440,641,12
102,4437,641,34
102,4434,641,35
102,4431,641,18
102,4433,641,21
103,4440,1184,12
103,4435,1184,4
103,4438,1184,8
103,4432,1184,9
103,4439,1184,6
103,4436,1184,15
103,4437,1184,34
103,4434,1184,35
103,4431,1184,18
104,4441,1531,242
104,4527,1531,186
104,4448,1531,83
104,4367,1531,103
104,4369,1531,146
104,4455,1531,238
104,4445,1531,92
105,4442,1999,421
105,4748,1999,198
105,4381,1999,263
105,4734,1999,223
105,4567,1999,378
105,4656,1999,209
106,4443,446,365
106,4454,446,121
106,4554,446,110
106,4450,446,173
106,4378,446,57
106,4448,446,83
106,4370,446,199
106,4447,446,181
106,4531,446,335
106,4455,446,238
106,4555,446,163
106,4601,446,65
106,4433,446,21
106,4564,446,193
107,4444,279,288
107,4583,279,176
107,4527,279,186
107,4447,279,181
107,4560,279,32
107,4482,279,149
107,4455,279,238
107,4522,279,277
107,4698,279,170
107,4454,279,121
107,4526,279,142
107,4573,279,109
107,4739,279,235
107,4555,279,163
107,4556,279,333
107,4668,279,95
108,4445,19,92
108,4367,19,103
108,4530,19,144
108,4527,19,186
108,4533,19,167
108,4622,19,308
108,4681,19,124
108,4572,19,291
108,4534,19,120
108,4451,19,93
108,4583,19,176
108,4698,19,170
108,4448,19,83
108,4736,19,211
108,4691,19,302
108,4535,19,227
108,4441,19,242
108,4503,19,293
108,4738,19,112
108,4754,19,254
108,4524,19,315
109,4446,243,349
109,4554,243,110
109,4555,243,163
109,4583,243,176
109,4365,243,314
109,4692,243,105
109,4739,243,235
109,4515,243,47
109,4754,243,254
109,4678,243,317
109,4518,243,75
109,4447,243,181
109,4749,243,191
109,4454,243,121
109,4742,243,77
